"journal","pubYear","n","N","N.year.overall","N.percent","years_avail"
"Social Work & Christianity","2002","1",10,23,43.4782608695652,3
"Social Work & Christianity","2002","2",11,23,47.8260869565217,3
"Social Work & Christianity","2002","3",2,23,8.69565217391304,3
"Social Work & Christianity","2003","1",10,32,31.25,4
"Social Work & Christianity","2003","2",20,32,62.5,4
"Social Work & Christianity","2003","3",1,32,3.125,4
"Social Work & Christianity","2003","4+",1,32,3.125,4
"Social Work & Christianity","2004","1",10,26,38.4615384615385,3
"Social Work & Christianity","2004","2",14,26,53.8461538461538,3
"Social Work & Christianity","2004","3",2,26,7.69230769230769,3
"Social Work & Christianity","2005","1",8,29,27.5862068965517,4
"Social Work & Christianity","2005","2",18,29,62.0689655172414,4
"Social Work & Christianity","2005","3",2,29,6.89655172413793,4
"Social Work & Christianity","2005","4+",1,29,3.44827586206897,4
"Social Work & Christianity","2006","1",8,18,44.4444444444444,4
"Social Work & Christianity","2006","2",5,18,27.7777777777778,4
"Social Work & Christianity","2006","3",2,18,11.1111111111111,4
"Social Work & Christianity","2006","4+",3,18,16.6666666666667,4
"Social Work & Christianity","2007","1",14,22,63.6363636363636,2
"Social Work & Christianity","2007","2",8,22,36.3636363636364,2
"Social Work & Christianity","2008","1",10,18,55.5555555555556,3
"Social Work & Christianity","2008","2",4,18,22.2222222222222,3
"Social Work & Christianity","2008","3",4,18,22.2222222222222,3
"Social Work & Christianity","2009","1",11,23,47.8260869565217,4
"Social Work & Christianity","2009","2",6,23,26.0869565217391,4
"Social Work & Christianity","2009","3",1,23,4.34782608695652,4
"Social Work & Christianity","2009","4+",5,23,21.7391304347826,4
"Social Work & Christianity","2010","1",10,19,52.6315789473684,4
"Social Work & Christianity","2010","2",6,19,31.5789473684211,4
"Social Work & Christianity","2010","3",2,19,10.5263157894737,4
"Social Work & Christianity","2010","4+",1,19,5.26315789473684,4
"Social Work & Christianity","2011","1",16,22,72.7272727272727,4
"Social Work & Christianity","2011","2",4,22,18.1818181818182,4
"Social Work & Christianity","2011","3",1,22,4.54545454545455,4
"Social Work & Christianity","2011","4+",1,22,4.54545454545455,4
"Social Work & Christianity","2012","1",13,22,59.0909090909091,4
"Social Work & Christianity","2012","2",5,22,22.7272727272727,4
"Social Work & Christianity","2012","3",3,22,13.6363636363636,4
"Social Work & Christianity","2012","4+",1,22,4.54545454545455,4
"Social Work & Christianity","2013","1",13,24,54.1666666666667,4
"Social Work & Christianity","2013","2",5,24,20.8333333333333,4
"Social Work & Christianity","2013","3",3,24,12.5,4
"Social Work & Christianity","2013","4+",3,24,12.5,4
"Social Work & Social Sciences Review","1989","1",3,9,33.3333333333333,4
"Social Work & Social Sciences Review","1989","2",3,9,33.3333333333333,4
"Social Work & Social Sciences Review","1989","3",1,9,11.1111111111111,4
"Social Work & Social Sciences Review","1989","4+",2,9,22.2222222222222,4
"Social Work & Social Sciences Review","1990","1",9,15,60,3
"Social Work & Social Sciences Review","1990","2",4,15,26.6666666666667,3
"Social Work & Social Sciences Review","1990","3",2,15,13.3333333333333,3
"Social Work & Social Sciences Review","1991","1",7,13,53.8461538461538,4
"Social Work & Social Sciences Review","1991","2",2,13,15.3846153846154,4
"Social Work & Social Sciences Review","1991","3",2,13,15.3846153846154,4
"Social Work & Social Sciences Review","1991","4+",2,13,15.3846153846154,4
"Social Work & Social Sciences Review","1993","1",7,13,53.8461538461538,3
"Social Work & Social Sciences Review","1993","2",3,13,23.0769230769231,3
"Social Work & Social Sciences Review","1993","3",3,13,23.0769230769231,3
"Social Work & Social Sciences Review","1994","1",7,12,58.3333333333333,4
"Social Work & Social Sciences Review","1994","2",2,12,16.6666666666667,4
"Social Work & Social Sciences Review","1994","3",2,12,16.6666666666667,4
"Social Work & Social Sciences Review","1994","4+",1,12,8.33333333333333,4
"Social Work & Social Sciences Review","1995","1",3,5,60,2
"Social Work & Social Sciences Review","1995","2",2,5,40,2
"Social Work & Social Sciences Review","1996","1",2,4,50,3
"Social Work & Social Sciences Review","1996","3",1,4,25,3
"Social Work & Social Sciences Review","1996","4+",1,4,25,3
"Social Work & Social Sciences Review","1997","1",13,19,68.4210526315789,4
"Social Work & Social Sciences Review","1997","2",3,19,15.7894736842105,4
"Social Work & Social Sciences Review","1997","3",2,19,10.5263157894737,4
"Social Work & Social Sciences Review","1997","4+",1,19,5.26315789473684,4
"Social Work & Social Sciences Review","1998","1",3,4,75,2
"Social Work & Social Sciences Review","1998","4+",1,4,25,2
"Social Work & Social Sciences Review","2000","1",6,6,100,1
"Social Work & Social Sciences Review","2001","1",6,8,75,2
"Social Work & Social Sciences Review","2001","2",2,8,25,2
"Social Work & Social Sciences Review","2002","1",13,18,72.2222222222222,2
"Social Work & Social Sciences Review","2002","2",5,18,27.7777777777778,2
"Social Work & Social Sciences Review","2004","1",6,12,50,3
"Social Work & Social Sciences Review","2004","2",5,12,41.6666666666667,3
"Social Work & Social Sciences Review","2004","3",1,12,8.33333333333333,3
"Social Work & Social Sciences Review","2005","1",5,8,62.5,3
"Social Work & Social Sciences Review","2005","2",2,8,25,3
"Social Work & Social Sciences Review","2005","4+",1,8,12.5,3
"Social Work & Social Sciences Review","2007","1",6,13,46.1538461538462,4
"Social Work & Social Sciences Review","2007","2",5,13,38.4615384615385,4
"Social Work & Social Sciences Review","2007","3",1,13,7.69230769230769,4
"Social Work & Social Sciences Review","2007","4+",1,13,7.69230769230769,4
"Social Work & Social Sciences Review","2008","1",5,5,100,1
"Social Work & Social Sciences Review","2010","1",6,9,66.6666666666667,3
"Social Work & Social Sciences Review","2010","2",2,9,22.2222222222222,3
"Social Work & Social Sciences Review","2010","4+",1,9,11.1111111111111,3
"Social Work & Social Sciences Review","2011","1",15,24,62.5,4
"Social Work & Social Sciences Review","2011","2",5,24,20.8333333333333,4
"Social Work & Social Sciences Review","2011","3",1,24,4.16666666666667,4
"Social Work & Social Sciences Review","2011","4+",3,24,12.5,4
"Social Work & Social Sciences Review","2012","1",2,5,40,3
"Social Work & Social Sciences Review","2012","2",1,5,20,3
"Social Work & Social Sciences Review","2012","4+",2,5,40,3
"Social Work & Social Sciences Review","2013","1",8,12,66.6666666666667,2
"Social Work & Social Sciences Review","2013","2",4,12,33.3333333333333,2
"Social Work & Society","2003","1",12,15,80,3
"Social Work & Society","2003","2",2,15,13.3333333333333,3
"Social Work & Society","2003","3",1,15,6.66666666666667,3
"Social Work & Society","2004","1",22,31,70.9677419354839,4
"Social Work & Society","2004","2",6,31,19.3548387096774,4
"Social Work & Society","2004","3",2,31,6.45161290322581,4
"Social Work & Society","2004","4+",1,31,3.2258064516129,4
"Social Work & Society","2005","1",18,26,69.2307692307692,3
"Social Work & Society","2005","2",4,26,15.3846153846154,3
"Social Work & Society","2005","3",4,26,15.3846153846154,3
"Social Work & Society","2006","1",15,21,71.4285714285714,4
"Social Work & Society","2006","2",3,21,14.2857142857143,4
"Social Work & Society","2006","3",1,21,4.76190476190476,4
"Social Work & Society","2006","4+",2,21,9.52380952380952,4
"Social Work & Society","2007","1",12,15,80,3
"Social Work & Society","2007","2",1,15,6.66666666666667,3
"Social Work & Society","2007","4+",2,15,13.3333333333333,3
"Social Work & Society","2008","1",15,19,78.9473684210526,2
"Social Work & Society","2008","2",4,19,21.0526315789474,2
"Social Work & Society","2009","1",12,22,54.5454545454545,3
"Social Work & Society","2009","2",9,22,40.9090909090909,3
"Social Work & Society","2009","4+",1,22,4.54545454545455,3
"Social Work & Society","2010","1",12,19,63.1578947368421,3
"Social Work & Society","2010","2",2,19,10.5263157894737,3
"Social Work & Society","2010","3",5,19,26.3157894736842,3
"Social Work & Society","2011","1",22,25,88,3
"Social Work & Society","2011","2",2,25,8,3
"Social Work & Society","2011","3",1,25,4,3
"Social Work & Society","2012","1",8,18,44.4444444444444,4
"Social Work & Society","2012","2",5,18,27.7777777777778,4
"Social Work & Society","2012","3",4,18,22.2222222222222,4
"Social Work & Society","2012","4+",1,18,5.55555555555556,4
"Social Work Education","1999","1",19,34,55.8823529411765,4
"Social Work Education","1999","2",8,34,23.5294117647059,4
"Social Work Education","1999","3",5,34,14.7058823529412,4
"Social Work Education","1999","4+",2,34,5.88235294117647,4
"Social Work Education","2000","1",29,46,63.0434782608696,4
"Social Work Education","2000","2",11,46,23.9130434782609,4
"Social Work Education","2000","3",5,46,10.8695652173913,4
"Social Work Education","2000","4+",1,46,2.17391304347826,4
"Social Work Education","2001","1",26,45,57.7777777777778,4
"Social Work Education","2001","2",14,45,31.1111111111111,4
"Social Work Education","2001","3",4,45,8.88888888888889,4
"Social Work Education","2001","4+",1,45,2.22222222222222,4
"Social Work Education","2002","1",20,42,47.6190476190476,4
"Social Work Education","2002","2",15,42,35.7142857142857,4
"Social Work Education","2002","3",4,42,9.52380952380952,4
"Social Work Education","2002","4+",3,42,7.14285714285714,4
"Social Work Education","2003","1",20,42,47.6190476190476,4
"Social Work Education","2003","2",14,42,33.3333333333333,4
"Social Work Education","2003","3",4,42,9.52380952380952,4
"Social Work Education","2003","4+",4,42,9.52380952380952,4
"Social Work Education","2004","1",19,46,41.304347826087,4
"Social Work Education","2004","2",19,46,41.304347826087,4
"Social Work Education","2004","3",3,46,6.52173913043478,4
"Social Work Education","2004","4+",5,46,10.8695652173913,4
"Social Work Education","2005","1",21,53,39.622641509434,4
"Social Work Education","2005","2",15,53,28.3018867924528,4
"Social Work Education","2005","3",6,53,11.3207547169811,4
"Social Work Education","2005","4+",11,53,20.7547169811321,4
"Social Work Education","2006","1",17,62,27.4193548387097,4
"Social Work Education","2006","2",29,62,46.7741935483871,4
"Social Work Education","2006","3",7,62,11.2903225806452,4
"Social Work Education","2006","4+",9,62,14.5161290322581,4
"Social Work Education","2007","1",25,57,43.859649122807,4
"Social Work Education","2007","2",23,57,40.3508771929825,4
"Social Work Education","2007","3",6,57,10.5263157894737,4
"Social Work Education","2007","4+",3,57,5.26315789473684,4
"Social Work Education","2008","1",27,65,41.5384615384615,4
"Social Work Education","2008","2",25,65,38.4615384615385,4
"Social Work Education","2008","3",8,65,12.3076923076923,4
"Social Work Education","2008","4+",5,65,7.69230769230769,4
"Social Work Education","2009","1",22,61,36.0655737704918,4
"Social Work Education","2009","2",16,61,26.2295081967213,4
"Social Work Education","2009","3",9,61,14.7540983606557,4
"Social Work Education","2009","4+",14,61,22.9508196721311,4
"Social Work Education","2010","1",23,59,38.9830508474576,4
"Social Work Education","2010","2",20,59,33.8983050847458,4
"Social Work Education","2010","3",5,59,8.47457627118644,4
"Social Work Education","2010","4+",11,59,18.6440677966102,4
"Social Work Education","2011","1",26,66,39.3939393939394,4
"Social Work Education","2011","2",23,66,34.8484848484849,4
"Social Work Education","2011","3",6,66,9.09090909090909,4
"Social Work Education","2011","4+",11,66,16.6666666666667,4
"Social Work Education","2012","1",30,72,41.6666666666667,4
"Social Work Education","2012","2",19,72,26.3888888888889,4
"Social Work Education","2012","3",11,72,15.2777777777778,4
"Social Work Education","2012","4+",12,72,16.6666666666667,4
"Social Work Education","2013","1",32,74,43.2432432432432,4
"Social Work Education","2013","2",22,74,29.7297297297297,4
"Social Work Education","2013","3",12,74,16.2162162162162,4
"Social Work Education","2013","4+",8,74,10.8108108108108,4
"Social Work Forum","2004","1",2,4,50,3
"Social Work Forum","2004","2",1,4,25,3
"Social Work Forum","2004","3",1,4,25,3
"Social Work Forum","2005","1",4,4,100,1
"Social Work Forum","2006","1",2,5,40,3
"Social Work Forum","2006","2",1,5,20,3
"Social Work Forum","2006","4+",2,5,40,3
"Social Work Forum","2007","1",5,7,71.4285714285714,3
"Social Work Forum","2007","2",1,7,14.2857142857143,3
"Social Work Forum","2007","4+",1,7,14.2857142857143,3
"Social Work Forum","2009","1",2,7,28.5714285714286,4
"Social Work Forum","2009","2",3,7,42.8571428571429,4
"Social Work Forum","2009","3",1,7,14.2857142857143,4
"Social Work Forum","2009","4+",1,7,14.2857142857143,4
"Social Work in Health Care","1989","1",6,15,40,3
"Social Work in Health Care","1989","2",6,15,40,3
"Social Work in Health Care","1989","3",3,15,20,3
"Social Work in Health Care","1990","1",18,29,62.0689655172414,4
"Social Work in Health Care","1990","2",6,29,20.6896551724138,4
"Social Work in Health Care","1990","3",3,29,10.3448275862069,4
"Social Work in Health Care","1990","4+",2,29,6.89655172413793,4
"Social Work in Health Care","1991","1",9,19,47.3684210526316,4
"Social Work in Health Care","1991","2",2,19,10.5263157894737,4
"Social Work in Health Care","1991","3",3,19,15.7894736842105,4
"Social Work in Health Care","1991","4+",5,19,26.3157894736842,4
"Social Work in Health Care","1992","1",15,48,31.25,4
"Social Work in Health Care","1992","2",18,48,37.5,4
"Social Work in Health Care","1992","3",5,48,10.4166666666667,4
"Social Work in Health Care","1992","4+",10,48,20.8333333333333,4
"Social Work in Health Care","1993","1",16,37,43.2432432432432,4
"Social Work in Health Care","1993","2",8,37,21.6216216216216,4
"Social Work in Health Care","1993","3",7,37,18.9189189189189,4
"Social Work in Health Care","1993","4+",6,37,16.2162162162162,4
"Social Work in Health Care","1994","1",13,20,65,3
"Social Work in Health Care","1994","2",6,20,30,3
"Social Work in Health Care","1994","3",1,20,5,3
"Social Work in Health Care","1995","1",20,55,36.3636363636364,4
"Social Work in Health Care","1995","2",13,55,23.6363636363636,4
"Social Work in Health Care","1995","3",15,55,27.2727272727273,4
"Social Work in Health Care","1995","4+",7,55,12.7272727272727,4
"Social Work in Health Care","1996","1",18,44,40.9090909090909,4
"Social Work in Health Care","1996","2",12,44,27.2727272727273,4
"Social Work in Health Care","1996","3",2,44,4.54545454545455,4
"Social Work in Health Care","1996","4+",12,44,27.2727272727273,4
"Social Work in Health Care","1997","1",22,47,46.8085106382979,4
"Social Work in Health Care","1997","2",16,47,34.0425531914894,4
"Social Work in Health Care","1997","3",8,47,17.0212765957447,4
"Social Work in Health Care","1997","4+",1,47,2.12765957446809,4
