"","Title","Authors","Corporate.Authors","Editors","Book.Editors","Source.Title","Publication.Date","Publication.Year","Volume","Issue","Part.Number","Supplement","Special.Issue","Beginning.Page","Ending.Page","Article.Number","DOI","Conference.Title","Conference.Date","Total.Citations","Average.per.Year","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X","X.1"
"2872","Stigma and Smoking: The Consequences of Our Good Intentions","Stuber, Jennifer; Galea, Sandro; Link, Bruce G.","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2009",2009,83,"4",NA,"","","585","609","","","","",19,2.71,0,0,0,0,0,0,1,3,5,5,5,NA
"2873","Understanding Variation in Normative Childhood Sexual Behavior: The Significance of Family Context","Thigpen, Jeffry W.; Fortenberry, J. Dennis","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2009",2009,83,"4",NA,"","","611","631","","","","",4,0.57,0,0,0,0,0,0,0,0,4,0,0,NA
"2874","Social Service Staffing in US Nursing Homes","Gammonley, Denise; Zhang, Ning Jackie; Frahm, Kathryn; Paek, Seung Chun","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2009",2009,83,"4",NA,"","","633","650","","","","",2,0.29,0,0,0,0,0,0,0,0,1,1,0,NA
"2875","A career in hospital social work: Do you have what it takes?","Gregorian, C","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"3",NA,"","","1","14","","10.1300/J010v40n03_01","","",15,1.36,0,0,2,4,1,3,2,1,1,0,1,NA
"2876","Social work at the heart of the medical team","Kitchen, A; Brook, J","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"4",NA,"","","1","18","","10.1300/J010v40n04_01","","",16,1.45,0,0,0,2,2,4,2,2,2,1,1,NA
"2877","Social support factors and health among a senior center population in Southern Ontario, Canada","Fitzpatrick, TR; Gitelson, RJ; Andereck, KL; Mesbur, ES","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"3",NA,"","","15","37","","10.1300/J010v40n03_02","","",12,1.09,0,0,1,0,3,1,1,1,2,3,0,NA
"2878","Nursing home social worker skills and end-of-life planning","Lacey, D","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"4",NA,"","","19","40","","10.1300/J010v40n04_02","","",6,0.55,0,0,1,1,1,0,1,1,1,0,0,NA
"2879","Advance directive communication practices: Social workers' contributions to the interdisciplinary health care team","Black, K","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"3",NA,"","","39","55","","10.1300/J010v40n03_03","","",19,1.73,0,0,2,6,4,3,0,1,1,1,1,NA
"2880","Older women with breast cancer: Caregiving and the risk of depression - An exploratory analysis","Parrish, MM; Satariano, WA; Freisthler, B; Feinberg, LF; Adams, S","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"4",NA,"","","41","59","","10.1300/J010v40n04_03","","",4,0.36,0,1,1,2,0,0,0,0,0,0,0,NA
"2881","Is the glass half empty or half full? Reflections on strain and gain in caregivers of individuals with Alzheimer's disease","Sanders, S","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"3",NA,"","","57","73","","10.1300/J010v40n03_04","","",35,3.18,0,1,3,1,7,6,3,3,3,5,3,NA
"2882","Barriers to employment following renal transplantation: Implications for the social work professional","Monroe, J; Raiz, L","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"4",NA,"","","61","81","","10.1300/J010v40n04_04","","",4,0.36,0,0,1,0,0,0,1,1,0,1,0,NA
"2883","Driving habits and patterns in older men with glaucoma","Adler, G; Bauer, M; Rottunda, S; Kuskowski, M","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"3",NA,"","","75","87","","10.1300/J010v40n03_05","","",16,1.45,0,1,0,3,3,2,1,0,3,0,3,NA
"2884","Can skill-development training alleviate burnout in hospital social workers?","Cohen, M; Gagin, R","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"4",NA,"","","83","97","","10.1300/J010v40n04_05","","",20,1.82,0,0,0,2,4,5,0,5,2,1,1,NA
"2885","APS workers job requirements associated with elder abuse rates","Daly, JM; Jogerst, GJ; Haigh, KM; Leeney, JL; Dawson, JD","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,40,"3",NA,"","","89","102","","10.1300/J010v40n03_06","","",3,0.27,0,0,0,0,2,0,1,0,0,0,0,NA
"2886","Managed care in home health: Social work practice and unmet client needs","Egan, M; Kadushin, G","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"2",NA,"","","1","18","","10.1300/J010v41n02_01","","",4,0.36,0,0,1,1,1,1,0,0,0,0,0,NA
"2887","Shifting the paradigm in Geriatric Care Management: Moving from the medical model to patient-centered care","Enguidanos, SM; Davis, C; Katz, L","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"1",NA,"","","1","16","","10.1300/J010v41n01_01","","",2,0.18,0,0,0,1,0,0,0,0,0,1,0,NA
"2888","How do tangible supports impact the breast cancer experience?","Hirschman, KB; Bourjolly, JN","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"1",NA,"","","17","32","","10.1300/J010v41n01_02","","",5,0.45,0,0,0,0,0,0,1,1,2,1,0,NA
"2889","Struggles between the body and machine: The paradox of living with a home haemodialysis machine","Giles, S","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"2",NA,"","","19","35","","10.1300/J010v41n02_02","","",4,0.36,0,0,0,0,0,0,1,0,1,0,2,NA
"2890","The measurement of Body-Mind-Spirit well-being: Toward multidimensionality and transcultural applicability","Ng, SM; Yau, JKY; Chan, CLW; Chan, CHY; Ho, DYF","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"1",NA,"","","33","52","","10.1300/J010v41n01_03","","",23,2.09,0,1,1,3,2,3,1,3,3,3,3,NA
"2891","Adjustment to breast cancer: The contribution of resources and causal attributions regarding the illness","Kulik, L; Kronfeld, M","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"2",NA,"","","37","57","","10.1300/J010v41n02_03","","",14,1.27,0,0,0,1,1,0,3,2,2,1,4,NA
"2892","Social workers' educational needs in end-of-life care","Csikai, EL; Raymer, M","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"1",NA,"","","53","72","","10.1300/J010v41n01_04","","",17,1.55,0,0,2,4,2,0,4,0,3,1,1,NA
"2893","Social work with a pet loss support group in a university veterinary hospital","Dunn, KL; Mehler, SJ; Greenberg, HS","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"2",NA,"","","59","70","","10.1300/J010v41n02_04","","",8,0.73,0,0,0,0,1,2,0,2,0,1,1,NA
"2894","Reasons for unsafe sex among a community sample of people with HIV/AIDS","Smith, LA; Reilly, T","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"2",NA,"","","71","83","","10.1300/J010v41n02_05","","",1,0.09,0,0,0,1,0,0,0,0,0,0,0,NA
"2895","Mechanisms of support: Coping with loss in a major Children's Hospital","Dixon, D; Vodde, R; Freeman, M; Higdon, T; Mathiesen, SG","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"1",NA,"","","73","89","","10.1300/J010v41n01_05","","",4,0.36,0,0,0,0,0,1,0,2,0,0,1,NA
"2896","Following in the footnotes of giants: Citation analysis and its discontents","Epstein, I","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"3-4",NA,"","","93","101","","10.1300/J010v41n03_04","","",1,0.09,1,0,0,0,0,0,0,0,0,0,0,NA
"2897","The paradox of faculty publications in professional journals","Green, RG","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"3-4",NA,"","","103","108","","10.1300/J010v41n03_05","","",1,0.09,0,0,0,0,0,0,0,0,0,0,1,NA
"2898","Politics of personnel and landscapes of knowledge","Kirk, SA","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"3-4",NA,"","","109","116","","10.1300/J010v41n03_06","","",2,0.18,1,0,0,0,0,0,1,0,0,0,0,NA
"2899","Bibliometrics: The best available information?","Klein, WC; Bloom, M","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"3-4",NA,"","","117","121","","10.1300/J010v41n03_07","","",1,0.09,0,0,0,0,0,0,1,0,0,0,0,NA
"2900","Bibliometrics and social work: A two-edged sword can still be a blunt instrument","Ligon, J; Thyer, BA","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"3-4",NA,"","","123","128","","10.1300/J010v41n03_08","","",7,0.64,1,0,1,0,0,0,3,0,0,0,2,NA
"2901","Shallow science or meta-cognitive insights: A few thoughts on reflection via bibliometrics","Holden, G; Rosenberg, G; Barker, K","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,41,"3-4",NA,"","","129","148","","10.1300/J010v41n03_09","","",5,0.45,0,2,0,1,1,1,0,0,0,0,0,NA
"2902","Measuring productivity in medical social work","Kossman, HD; Lamb, JM; O'Brien, MW; Predmore, SM; Prescher, MJ","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"1",NA,"","","1","16","","10.1300/J010v42n01_01","","",3,0.27,0,0,0,0,1,1,0,0,1,0,0,NA
"2903","Differences in health behaviors and parenting knowledge between pregnant adolescents and parenting adolescents","Sangalang, BB; Rounds, K","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"2",NA,"","","1","22","","10.1300/J010v42n02_01","","",1,0.09,0,0,0,0,0,0,0,0,0,1,0,NA
"2904","Everybody puts a lot into it! Single session contacts in hospital social work","Gibbons, J; Plath, D","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"1",NA,"","","17","34","","10.1300/J010v42n01_02","","",12,1.09,0,0,1,0,1,2,3,2,1,0,2,NA
"2905","Online support groups for Parkinson's patients: A pilot study of effectiveness","Lieberman, MA; Winzelberg, A; Golant, M; Wakahiro, M; DiMinno, M; Aminoff, M; Christine, C","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"2",NA,"","","23","38","","10.1300/J010v42n02_02","","",16,1.45,0,0,0,2,3,3,2,3,1,0,2,NA
"2906","Toward understanding the clinical aspects of geriatric case management","Ferry, JL; Abramson, JS","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"1",NA,"","","35","56","","10.1300/J010v42n01_03","","",6,0.55,0,0,1,2,0,1,1,0,0,0,1,NA
"2907","Sustaining leaders of cancer support groups: The role, needs, and difficulties of leaders","Butow, P; Ussher, J; Kirsten, L; Hobbs, K; Smith, K; Wain, G; Sandoval, M; Stenlake, A","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"2",NA,"","","39","55","","10.1300/J010v42n02_03","","",11,1,0,0,0,0,2,2,1,2,1,1,2,NA
"2908","A comparative analysis of short stays versus long stays in adult day health care programs","Dabelko, HI","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"1",NA,"","","57","71","","10.1300/J010v42n01_04","","",1,0.09,0,0,0,0,0,0,0,0,0,1,0,NA
"2909","Social work's partnership in community-based stroke prevention for older adults: A collaborative model","Mjelde-Mossey, LA","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"2",NA,"","","57","71","","10.1300/J01042n02_04","","",4,0.36,0,0,1,0,0,1,1,0,0,0,1,NA
"2910","Stroke awareness among rural residents: The case of West Virginia","Alkadry, MG; Wilson, C; Nicholas, D","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"2",NA,"","","73","92","","10.1300/J010v42n02_05","","",14,1.27,0,0,1,3,2,2,0,1,1,3,1,NA
"2911","Overlooked and underutilized: The critical role of leisure interventions in facilitating social support throughout breast cancer treatment and recovery","Shannon, CS; Bourque, D","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"1",NA,"","","73","92","","10.1300/J010v42n01_05","","",10,0.91,0,0,0,5,0,0,1,1,0,1,2,NA
"2912","Back to basics: The role of health insurance in getting a physical exam","McBride, DC; Drumm, RD; Terry-McElrath, Y; Chitwood, DD","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"1",NA,"","","93","106","","10.1300/J010v42n01_06","","",4,0.36,0,0,0,2,0,1,1,0,0,0,0,NA
"2913","AIDS related knowledge, attitudes, and professional preparation among social work students in India","Sachdev, P","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2005",2005,42,"2",NA,"","","93","113","","10.1300/J010v42n02_06","","",2,0.18,0,0,0,1,0,1,0,0,0,0,0,NA
"2914","The rationale of interorganizational linkages to connect multiple sites of expertise, knowledge production, and knowledge transfer: An example from HIV/AIDS services for the inner city","Rier, David A.; Indyk, Debbie","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","9","27","","10.1300/J010v42n03_02","1993 Meeting of the American-Sociological-Association","1993",5,0.5,0,0,0,0,0,1,1,1,1,0,1,NA
"2915","Wiring the HIV/AIDS system: Building interorganizational infrastructure to link people, sites, and networks","Indyk, D; Rier, DA","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","29","45","","10.1300/J010v42n03_03","","",2,0.2,0,0,0,0,0,0,0,1,0,0,1,NA
"2916","Collecting data along the continuum of prevention and care: A continuous quality improvement approach","Indyk, L; Indyk, D","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","47","60","","10.1300/J010v42n03_04","","",1,0.1,0,0,0,0,0,0,0,0,0,1,0,NA
"2917","A community-based organization's integration of HIV and substance abuse treatment services for ex-offenders","Strauss, D","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","61","76","","10.1300/J010v42n03_05","","",4,0.4,0,0,0,1,1,0,1,1,0,0,0,NA
"2918","Culture, community networks, and HIV/AIDS outreach opportunities in a south Indian Siddha organization","Baban, K; Ikeda, S; Pooran, D; Hennig, N; Indyk, D; Sacks, H; Carter, G","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","77","92","","10.1300/J010v42n03_06","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2919","Requisites, benefits, and challenges of sustainable HIV/AIDS system-building: Where theory meets practice","Indyk, D; Rier, DA","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","93","110","","10.1300/J010v42n03_07","","",1,0.1,0,0,0,1,0,0,0,0,0,0,0,NA
"2920","The shifting locus of risk-reduction: The critical role of HIV infected individuals","Indyk, D; Golub, SA","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","113","132","","10.1300/J010v42n03_08","","",3,0.3,0,0,0,1,1,0,0,0,1,0,0,NA
"2921","Flexible rigidity: Supporting HIV treatment adherence in a rapidly-changing treatment environment","Rier, David A.; Indyk, Debbie","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","133","150","","10.1300/J010v42n03_09","","",6,0.6,0,0,1,0,2,0,0,2,1,0,0,NA
"2922","Shaping garments of care: Tools for maximizing adherence potential","Boyer, A; Indyk, D","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","151","166","","10.1300/J010v42n03_10","","",1,0.1,0,0,0,0,0,0,0,0,0,0,1,NA
"2923","Reframing HIV adherence as part of the experience of illness","Golub, SA; Indyk, D; Wainberg, ML","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","167","188","","10.1300/J010v42n03_11","","",5,0.5,0,0,0,4,0,0,0,1,0,0,0,NA
"2924","Pediatric HIV adherence: An ever-evolving challenge","Childs, J; Cincotta, N","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","189","208","","10.1300/J010v42n03_12","","",3,0.3,0,0,0,0,0,0,1,1,1,0,0,NA
"2925","Patient-provider relationships, HIV, and adherence: Requisites for a partnership","Apollo, A; Golub, SA; Wainberg, ML; Indyk, D","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","209","224","","10.1300/J010v42n03_13","","",10,1,0,0,0,1,2,1,1,0,1,3,1,NA
"2926","HIV-infected individuals as partners in prevention: A redefinition of the partner notification process","Golub, SA; Indyk, D","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","225","235","","10.1300/J010v42n03_14","","",3,0.3,0,0,0,0,1,1,0,0,0,0,1,NA
"2927","The STARK study: A cross-sectional study of adherence to short-term drug regimens in urban Kenya","Ellis, AE; Gogel, RP; Roman, BR; Watson, JB; Indyk, D; Rosenberg, G","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,42,"3-4",NA,"","","237","250","","10.1300/J010v42n03_15","","",4,0.4,0,0,0,1,0,0,2,0,1,0,0,NA
"2928","The supreme court's pre-emptive strike against patients' rights to sue their HMOs","Kopels, Sandra; Manselle, Tonya","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"1",NA,"","","1","15","","10.1300/J010v43n01_01","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2929","Psychosocial severity, length of stay and the role of social work services","Lechman, Constance; Duder, Sydney","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"4",NA,"","","1","13","","10.1300/J010v43n04_01","","",6,0.6,0,0,0,2,2,0,0,0,0,0,2,NA
"2930","The Strength-focused and Meaning-oriented Approach to Resilience and Transformation (SMART): A body-mind-spirit approach to trauma management","Chan, Cecilia L. W.; Chan, Timothy H. Y.; Ng, Siv Man","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"2-3",NA,"","","9","36","","10.1300/J010v43n02_03","9th Doris Siegel Memorial Fund Colloqium","MAY   19, 2004",14,1.4,0,0,0,2,0,1,2,1,0,4,4,NA
"2931","Social support and health outcomes in a multicultural urban population","Wright, Robin","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"4",NA,"","","15","28","","10.1300/J010v43n04_02","","",7,0.7,0,0,0,0,1,2,2,1,0,1,0,NA
"2932","The women's health movement: Making policy, 1970-1995","Munch, Shari","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"1",NA,"","","17","32","","10.1300/J010v43n01_02","","",7,0.7,0,0,1,1,0,2,1,0,0,0,2,NA
"2933","A qualitative study of hardiness and social support among underserved, inner-city minority adults recovering from oral surgery","Gironda, Melanie W.; Der-Martirosian, Claudia; Abrego, Mirna; Black, Edward; Leathers, Richard; Atchison, Kathryn A.","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"4",NA,"","","29","51","","10.1300/J010v43n04_03","","",7,0.7,0,0,0,0,3,1,1,0,1,0,1,NA
"2934","Social work support services for stroke patients: Interventions and outcomes","Rizzo, Victoria M.","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"1",NA,"","","33","56","","10.1300/J010v43n01_03","","",2,0.2,0,0,0,0,0,0,0,0,1,0,1,NA
"2935","Extended outpatient civil commitment and treatment utilization","Segal, Steven P.; Burgess, Philip","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"2-3",NA,"","","37","51","","10.1300/J010v43n02_04","9th Doris Siegel Memorial Fund Colloqium","MAY   19, 2004",2,0.2,0,0,0,1,0,0,1,0,0,0,0,NA
"2936","Social well-being of siblings living with a child with diabetes: A qualitative study","Loos, Melissa; Kelly, Simone","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"4",NA,"","","53","69","","10.1300/J010v43n04_04","","",4,0.4,0,0,0,1,0,0,0,0,1,1,1,NA
"2937","From a social issue to policy: Social work's advocacy for the rights of donor conceived people to genetic origins information in the United Kingdom","Wincott, Elizabeth; Crawshaw, Marilyn","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"2-3",NA,"","","53","72","","10.1300/J010v43n02_05","9th Doris Siegel Memorial Fund Colloqium","MAY   19, 2004",4,0.4,0,0,0,1,1,0,0,0,1,0,1,NA
"2938","Psychosocial factors influencing Mexican-American women's adherence with hemodialysis treatment","Tijerina, Mary Sylvia","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"1",NA,"","","57","74","","10.1300/J010v43n01_04","","",4,0.4,0,0,0,0,1,2,0,0,1,0,0,NA
"2939","Building community-based short-term psychosocial counseling capacity for cancer patients and their families: The Individual Cancer Assistance Network (ICAN) model","Blum, Diane; Clark, Elizabeth; Jacobsen, Paul; Holland, Jimmie; Monahan, Mary Jo; Duquette, Patricia Doykos","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"4",NA,"","","71","83","","10.1300/J010v43n04_05","","",2,0.2,0,0,0,1,0,0,0,1,0,0,0,NA
"2940","Caregiving stressors and psychological distress among veteran resident and immigrant family caregivers in Israel","Soskolne, Varda; Halevy-Levin, Sara; Cohen, Ann; Friedman, Gideon","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"2-3",NA,"","","73","93","","10.1300/J010v43n02_06","9th Doris Siegel Memorial Fund Colloqium","MAY   19, 2004",3,0.3,0,0,0,2,0,0,1,0,0,0,0,NA
"2941","An outcome study of a piloted ESRD Patient and Staff Symposium","Bordelon, Thomas D.","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"1",NA,"","","75","89","","10.1300/J010v43n01_05","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2942","Iraqi Gulf War veteran refugees in the US: PTSD and physical symptoms","Jamil, Hikmet; Nassar-McMillan, Sylvia C.; Salman, Wisam A.; Tahar, Makki; Jamil, Laith H.","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"4",NA,"","","85","98","","10.1300/J010v43n04_06","","",7,0.7,0,0,0,0,2,0,1,0,2,0,2,NA
"2943","Evaluation of a Mindfulness-Based Stress Reduction (MBSR) program for caregivers of children with chronic, conditions","Minor, Holly G.; Carlson, Linda E.; Mackenzie, Michael J.; Zernicke, Kristin; Jones, Lanice","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"1",NA,"","","91","109","","10.1300/J010v43n01_06","","",20,2,0,0,0,0,1,1,2,3,3,4,6,NA
"2944","When disaster becomes commonplace: Reaction of children and adolescents to prolonged terrorist attacks in Israel","Sharlin, Shlomo A.; Moin, Victor; Yahav, Rivka","",NA,NA,"SOCIAL WORK IN HEALTH CARE","2006",2006,43,"2-3",NA,"","","95","114","","10.1300/J010v43n02_07","9th Doris Siegel Memorial Fund Colloqium","MAY   19, 2004",7,0.7,0,0,0,3,0,1,2,1,0,0,0,NA
